tech_id,tech_name,text,section
T1071.001,Application Layer Protocol: Web Protocols,YAHOYAH  uses HTTP for C2.   [361],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Zebrocy  uses HTTP for C2.   [362]      [363]      [364]      [365]      [366]      [367],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,ZeroT  has used HTTP for C2.   [368]      [369],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Zeus Panda  uses HTTP for C2 communications.   [370],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,ZLib  communicates over HTTP for C2.   [203],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,ZxShell  has used HTTP for C2 connections.   [371],Procedure Examples
T1553.005,Subvert Trust Controls: Mark-of-the-Web Bypass,"Adversaries may abuse specific file formats to subvert Mark-of-the-Web (MOTW) controls. In Windows, when files are downloaded from the Internet, they are tagged with a hidden NTFS Alternate Data Stream (ADS) named  Zone.Identifier  with a specific value known as the MOTW.   [1]    Files that are tagged with MOTW are protected and cannot perform certain actions. For example, starting in MS Office 10, if a MS Office file has the MOTW, it will open in Protected View. Executables tagged with the MOTW will be processed by Windows Defender SmartScreen that compares files with an allowlist of well-known executables. If the file in not known/trusted, SmartScreen will prevent the execution and warn the user not to run it.   [2]      [3]      [4]      Adversaries may abuse container files such as compressed/archive (.arj, .gzip) and/or disk image (.iso, .vhd) file formats to deliver malicious payloads that may not be tagged with MOTW. Container files downloaded from the Internet will be marked with MOTW but the files within may not inherit the MOTW after the container files are extracted and/or mounted. MOTW is a NTFS feature and many container files do not support NTFS alternative data streams. After a container file is extracted and/or mounted, the files contained within them may be treated as local files on disk and run without protections.   [2]      [3]",Description
T1553.005,Subvert Trust Controls: Mark-of-the-Web Bypass,Amadey  has modified the  :Zone.Identifier  in the ADS area to zero.   [5],Procedure Examples
T1553.005,Subvert Trust Controls: Mark-of-the-Web Bypass,APT29  has embedded ISO images and VHDX files in HTML to evade Mark-of-the-Web.   [6],Procedure Examples
T1553.005,Subvert Trust Controls: Mark-of-the-Web Bypass,TA505  has used .iso files to deploy malicious .lnk files.   [7],Procedure Examples
T1055.012,Process Injection: Process Hollowing,"Adversaries may inject malicious code into suspended and hollowed processes in order to evade process-based defenses. Process hollowing is a method of executing arbitrary code in the address space of a separate live process.     Process hollowing is commonly performed by creating a process in a suspended state then unmapping/hollowing its memory, which can then be replaced with malicious code. A victim process can be created with native Windows API calls such as  CreateProcess , which includes a flag to suspend the processes primary thread. At this point the process can be unmapped using APIs calls such as  ZwUnmapViewOfSection  or  NtUnmapViewOfSection   before being written to, realigned to the injected code, and resumed via  VirtualAllocEx ,  WriteProcessMemory ,  SetThreadContext , then  ResumeThread  respectively.   [1]      [2]      This is very similar to  Thread Local Storage  but creates a new process rather than targeting an existing process. This behavior will likely not result in elevated privileges since the injected process was spawned from (and thus inherits the security context) of the injecting process. However, execution via process hollowing may also evade detection from security products since the execution is masked under a legitimate process.",Description
T1055.012,Process Injection: Process Hollowing,Agent Tesla  has used process hollowing to create and manipulate processes through sections of unmapped memory by reallocating that space with its malicious code.   [3],Procedure Examples
T1055.012,Process Injection: Process Hollowing,Astaroth  can create a new process in a suspended state from a targeted legitimate process in order to unmap its memory and replace it with malicious code.   [4]      [5],Procedure Examples
T1055.012,Process Injection: Process Hollowing,"Azorult  can decrypt the payload into memory, create a new suspended process of itself, then inject a decrypted payload to the new process and resume new process execution.   [6]",Procedure Examples
T1055.012,Process Injection: Process Hollowing,BADNEWS  has a command to download an .exe and use process hollowing to inject it into a new process.   [7]      [8],Procedure Examples
T1055.012,Process Injection: Process Hollowing,Bandook  has been launched by starting iexplore.exe and replacing it with  Bandook 's payload.   [9]      [10]      [11],Procedure Examples
T1055.012,Process Injection: Process Hollowing,"Bazar  can inject into a target process including Svchost, Explorer, and cmd using process hollowing.   [12]      [13]",Procedure Examples
T1055.012,Process Injection: Process Hollowing,BBSRAT  has been seen loaded into msiexec.exe through process hollowing to hide its execution.   [14],Procedure Examples
T1055.012,Process Injection: Process Hollowing,Clambling  can execute binaries through process hollowing.   [15],Procedure Examples
T1055.012,Process Injection: Process Hollowing,Cobalt Strike  can use process hollowing for execution.   [16]      [17],Procedure Examples
T1055.012,Process Injection: Process Hollowing,"Denis  performed process hollowing through the API calls CreateRemoteThread, ResumeThread, and Wow64SetThreadContext.   [18]",Procedure Examples
T1055.012,Process Injection: Process Hollowing,Dtrack  has used process hollowing shellcode to target a predefined list of processes from  %SYSTEM32% .   [19],Procedure Examples
T1055.012,Process Injection: Process Hollowing,Duqu  is capable of loading executable code via process hollowing.   [20],Procedure Examples
T1055.012,Process Injection: Process Hollowing,Gorgon Group  malware can use process hollowing to inject one of its trojans into another process.   [21],Procedure Examples
T1055.012,Process Injection: Process Hollowing,ISMInjector  hollows out a newly created process RegASM.exe and injects its payload into the hollowed process.   [22],Procedure Examples
T1055.012,Process Injection: Process Hollowing,Kimsuky  has used a file injector DLL to spawn a benign process on the victim's system and inject the malicious payload into it via process hollowing.   [23],Procedure Examples
T1055.012,Process Injection: Process Hollowing,Lokibot  has used process hollowing to inject itself into legitimate Windows process.   [24]      [25],Procedure Examples
T1055.012,Process Injection: Process Hollowing,menuPass  has used process hollowing in iexplore.exe to load the  RedLeaves  implant.   [26],Procedure Examples
T1055.012,Process Injection: Process Hollowing,The  NETWIRE  payload has been injected into benign Microsoft executables via process hollowing.   [27]      [28],Procedure Examples
T1055.012,Process Injection: Process Hollowing,Some  Orz  versions have an embedded DLL known as MockDll that uses process hollowing and  Regsvr32  to execute another payload.   [29],Procedure Examples
T1055.012,Process Injection: Process Hollowing,A  Patchwork  payload uses process hollowing to hide the UAC bypass vulnerability exploitation inside svchost.exe.   [30],Procedure Examples
T1055.012,Process Injection: Process Hollowing,QakBot  can use process hollowing to execute its main payload.   [31],Procedure Examples
T1055.012,Process Injection: Process Hollowing,RCSession  can launch itself from a hollowed svchost.exe process.   [32]      [15]      [33],Procedure Examples
T1055.012,Process Injection: Process Hollowing,The  Saint Bot  loader has used API calls to spawn  MSBuild.exe  in a suspended state before injecting the decrypted  Saint Bot  binary into it.   [34],Procedure Examples
T1055.012,Process Injection: Process Hollowing,Smoke Loader  spawns a new copy of c:\windows\syswow64\explorer.exe and then replaces the executable code in memory with malware.   [35]      [36],Procedure Examples
T1055.012,Process Injection: Process Hollowing,A  Threat Group-3390  tool can spawn svchost.exe and inject the payload into that process.   [37]      [38],Procedure Examples
T1055.012,Process Injection: Process Hollowing,TrickBot  injects into the svchost.exe process.   [39]      [40]      [41]      [42],Procedure Examples
T1055.012,Process Injection: Process Hollowing,Ursnif  has used process hollowing to inject into child processes.   [43],Procedure Examples
T1055.012,Process Injection: Process Hollowing,WhisperGate  has the ability to inject its fourth stage into a suspended process created by the legitimate Windows utility  InstallUtil.exe .   [44],Procedure Examples
T1055.001,Process Injection: Dynamic-link Library Injection,"Adversaries may inject dynamic-link libraries (DLLs) into processes in order to evade process-based defenses as well as possibly elevate privileges. DLL injection is a method of executing arbitrary code in the address space of a separate live process.     DLL injection is commonly performed by writing the path to a DLL in the virtual address space of the target process before loading the DLL by invoking a new thread. The write can be performed with native Windows API calls such as  VirtualAllocEx  and  WriteProcessMemory , then invoked with  CreateRemoteThread  (which calls the  LoadLibrary  API responsible for loading the DLL).    [1]       Variations of this method such as reflective DLL injection (writing a self-mapping DLL into a process) and memory module (map DLL when writing into process) overcome the address relocation issue as well as the additional APIs to invoke execution (since these methods load and execute the files in memory by manually preforming the function of  LoadLibrary ).   [2]      [1]       Another variation of this method, often referred to as Module Stomping/Overloading or DLL Hollowing, may be leveraged to conceal injected code within a process. This method involves loading a legitimate DLL into a remote process then manually overwriting the module's  AddressOfEntryPoint  before starting a new thread in the target process.   [3]    This variation allows attackers to hide malicious injected code by potentially backing its execution with a legitimate DLL file on disk.   [4]       Running code in the context of another process may allow access to the process's memory, system/network resources, and possibly elevated privileges. Execution via DLL injection may also evade detection from security products since the execution is masked under a legitimate process.",Description
T1055.001,Process Injection: Dynamic-link Library Injection,Aria-body  has the ability to inject itself into another process such as rundll32.exe and dllhost.exe.   [5],Procedure Examples
T1055.001,Process Injection: Dynamic-link Library Injection,BackdoorDiplomacy  has dropped legitimate software onto a compromised host and used it to execute malicious DLLs.   [6],Procedure Examples
T1055.001,Process Injection: Dynamic-link Library Injection,BlackEnergy  injects its DLL component into svchost.exe.   [7],Procedure Examples
T1055.001,Process Injection: Dynamic-link Library Injection,The  Bumblebee  loader can support the  Dij  command which gives it the ability to inject DLLs into the memory of other processes.   [8]      [9],Procedure Examples
T1055.001,Process Injection: Dynamic-link Library Injection,"During  C0015 , the threat actors used a DLL named  D8B3.dll  that was injected into the Winlogon process.   [10]",Procedure Examples
T1055.001,Process Injection: Dynamic-link Library Injection,Carberp 's bootkit can inject a malicious DLL into the address space of running processes.   [11],Procedure Examples
T1055.001,Process Injection: Dynamic-link Library Injection,Carbon  has a command to inject code into a process.   [12],Procedure Examples
T1055.001,Process Injection: Dynamic-link Library Injection,Cobalt Strike  has the ability to load DLLs via reflective injection.   [13]      [14],Procedure Examples
